	clf_name	comb	features_number	accuracy	f1_score	precision	recall	true_positives	true_negatives	false_positives	false_negatives
171	SVM_radial_Binario	('stop_words', 'stemming', 'pruning5')	5662	0.8952205882352942	0.8917588622096739	0.8937541989992526	0.8900776398969147	6135	4092	671	526
172	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls')	28775	0.8979341736694678	0.8945723216822961	0.8965337065196773	0.8929131227005899	6149	4109	654	512
173	SVM_radial_Binario	('stop_words', 'lemmatization', 'norm_letters')	36004	0.8986344537815126	0.8952276693272049	0.8975155086594708	0.8933341608265408	6163	4103	660	498
174	SVM_radial_Binario	('stop_words', 'lemmatization', 'pruning10')	3536	0.8945203081232493	0.8910283937278948	0.8930518331985817	0.8893275692064477	6132	4087	676	529
175	SVM_radial_Binario	('stop_words', 'lemmatization', 'pruning5')	5968	0.8966211484593838	0.893150184692048	0.8954101826401812	0.8912786607646522	6151	4092	671	510
176	SVM_radial_Binario	('stop_words', 'urls', 'norm_letters')	39398	0.8911939775910365	0.8873924694676669	0.8902892828890365	0.8850991902848684	6140	4041	722	521
177	SVM_radial_Binario	('stop_words', 'urls', 'pruning10')	4161	0.8815651260504201	0.8773533927146371	0.8804879421880119	0.8749278005347165	6094	3977	786	567
178	SVM_radial_Binario	('stop_words', 'urls', 'pruning5')	7638	0.8868172268907563	0.8829865059838617	0.8853193515509121	0.8810767916113118	6099	4032	731	562
179	SVM_radial_Binario	('stop_words', 'norm_letters', 'pruning10')	4175	0.8820028011204482	0.8779730899063377	0.8804220071458151	0.8759910967362359	6076	4000	763	585
180	SVM_radial_Binario	('stop_words', 'norm_letters', 'pruning5')	7643	0.8892682072829131	0.8855129387318554	0.8878930570628891	0.8835674347970076	6114	4045	718	547
181	SVM_radial_Binario	('stemming', 'urls', 'norm_letters')	24113	0.9045868347338936	0.9016441922479053	0.9026679946275546	0.9007118154147171	6155	4179	584	506
182	SVM_radial_Binario	('stemming', 'urls', 'pruning10')	3565	0.9034488795518207	0.9004368589734955	0.9016156515951124	0.8993770413438448	6154	4167	596	507
183	SVM_radial_Binario	('stemming', 'urls', 'pruning5')	5727	0.9030112044817927	0.9000074699391826	0.9010841882661007	0.8990316343739964	6148	4168	595	513
184	SVM_radial_Binario	('stemming', 'norm_letters', 'pruning10')	3583	0.9035364145658263	0.9004863701026569	0.9018565656747026	0.8992726328401606	6161	4161	602	500
185	SVM_radial_Binario	('stemming', 'norm_letters', 'pruning5')	5742	0.9024859943977591	0.8994910968806322	0.9004530814430399	0.8986111635999144	6141	4169	594	520
186	SVM_radial_Binario	('lemmatization', 'urls', 'norm_letters')	28138	0.904936974789916	0.9021380467364772	0.9025634498086031	0.9017299598633224	6135	4203	560	526
187	SVM_radial_Binario	('lemmatization', 'urls', 'pruning10')	3590	0.9038865546218487	0.9008538476926022	0.9021954928581926	0.8996626242110539	6162	4164	599	499
188	SVM_radial_Binario	('lemmatization', 'urls', 'pruning5')	6017	0.9028361344537815	0.8998768895309359	0.9007281420580409	0.8990908911247666	6139	4175	588	522
189	SVM_radial_Binario	('lemmatization', 'norm_letters', 'pruning10')	3601	0.9032738095238095	0.9002688411540538	0.901389317907833	0.8992568257866972	6151	4168	595	510
190	SVM_radial_Binario	('lemmatization', 'norm_letters', 'pruning5')	6014	0.9042366946778712	0.9012894130135509	0.9022839235947673	0.900381648146463	6152	4178	585	509
191	SVM_radial_Binario	('urls', 'norm_letters', 'pruning10')	4347	0.8918942577030813	0.8886533670509653	0.8892823789740798	0.8880627527729874	6069	4120	643	592
192	SVM_radial_Binario	('urls', 'norm_letters', 'pruning5')	7833	0.895920868347339	0.8927276800210009	0.8936599302270944	0.8918746323835685	6103	4132	631	558
193	SVM_radial_Binario	('stop_words', 'stemming', 'urls', 'norm_letters')	24029	0.8977591036414566	0.8944390446120388	0.8961808102865811	0.8929424674000404	6141	4115	648	520
194	SVM_radial_Binario	('stop_words', 'stemming', 'urls', 'pruning10')	3486	0.8935574229691877	0.8899800050966158	0.8922388549692073	0.8881130106927231	6134	4074	689	527
195	SVM_radial_Binario	('stop_words', 'stemming', 'urls', 'pruning5')	5647	0.895483193277311	0.8920336343427662	0.8940144841475941	0.8903626554122548	6136	4094	669	525
196	SVM_radial_Binario	('stop_words', 'stemming', 'norm_letters', 'pruning10')	3505	0.8936449579831933	0.8900525223660731	0.8923934390874009	0.8881282503943174	6137	4072	691	524
197	SVM_radial_Binario	('stop_words', 'stemming', 'norm_letters', 'pruning5')	5662	0.8975840336134454	0.8942038125469316	0.89619517124028	0.8925231313296966	6148	4106	657	513
198	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls', 'norm_letters')	28073	0.898109243697479	0.8947259085713359	0.8968158043012184	0.8929735141550982	6154	4106	657	507
199	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls', 'pruning10')	3528	0.8939950980392157	0.8904001334421163	0.8928089478494317	0.8884285056112519	6141	4072	691	520
200	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls', 'pruning5')	5954	0.8973214285714286	0.8938462270062411	0.8962419949376965	0.891879171198521	6159	4092	671	502
201	SVM_radial_Binario	('stop_words', 'lemmatization', 'norm_letters', 'pruning10')	3538	0.8955707282913166	0.8920715328193973	0.8942930538534641	0.890228334857251	6144	4087	676	517
202	SVM_radial_Binario	('stop_words', 'lemmatization', 'norm_letters', 'pruning5')	5950	0.8973214285714286	0.8938739768363865	0.8961379454537185	0.8919988194037995	6155	4096	667	506
203	SVM_radial_Binario	('stop_words', 'urls', 'norm_letters', 'pruning10')	4168	0.8820028011204482	0.8779004675913834	0.8806460701344898	0.8757218882743593	6085	3991	772	576
204	SVM_radial_Binario	('stop_words', 'urls', 'norm_letters', 'pruning5')	7629	0.8869922969187675	0.8831675013342346	0.8855013956073585	0.8812568312710986	6100	4033	730	561
205	SVM_radial_Binario	('stemming', 'urls', 'norm_letters', 'pruning10')	3575	0.9031862745098039	0.9001251591048443	0.9014941560657468	0.898912553520587	6159	4159	604	502
206	SVM_radial_Binario	('stemming', 'urls', 'norm_letters', 'pruning5')	5725	0.9032738095238095	0.900275087380128	0.9013668369985096	0.8992867378380168	6150	4169	594	511
207	SVM_radial_Binario	('lemmatization', 'urls', 'norm_letters', 'pruning10')	3594	0.9030112044817927	0.9000137224692368	0.9010619041631992	0.899061546425316	6147	4169	594	514
208	SVM_radial_Binario	('lemmatization', 'urls', 'norm_letters', 'pruning5')	5998	0.9034488795518207	0.9005175456571494	0.9013286797372384	0.8997658980109999	6141	4180	583	520
209	SVM_radial_Binario	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning10')	3497	0.8948704481792717	0.891347787859259	0.8935653938561648	0.8895081762181036	6140	4083	680	521
210	SVM_radial_Binario	('stop_words', 'stemming', 'urls', 'norm_letters', 'pruning5')	5645	0.8974964985994398	0.8941645185030548	0.8959205602694562	0.8926574518847004	6140	4113	650	521
211	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning10')	3531	0.8951330532212886	0.8915802336969878	0.8939794101524143	0.889613719425526	6147	4079	684	514
212	SVM_radial_Binario	('stop_words', 'lemmatization', 'urls', 'norm_letters', 'pruning5')	5934	0.8967086834733894	0.8932580435043915	0.8954372263394044	0.8914434607228447	6149	4095	668	512
